case_id,payment_id,settlement_id,bank_txn_id,anomaly_type,expected_decision,expected_settlement,actual_settlement
CASE_00233,PAY_74E5313F,SET_464D1EFC,BNK_98A0BA79,UNEXPLAINED_DELTA,EXCEPTION,1924973,1907173
CASE_00234,PAY_BFF948CD,,,MISSING_SETTLEMENT,EXCEPTION,1341476,1341476
CASE_00235,PAY_58F5A13F,SET_D48E6D33,BNK_CCF5FBF2,CLEAN,MATCHED,1531191,1531191
CASE_00236,PAY_66291ED1,SET_D5C57866,BNK_42AD7F58,CLEAN,MATCHED,1199898,1199898
CASE_00237,PAY_25B29341,SET_AABDE80F,BNK_5F33F327,CLEAN,MATCHED,1582647,1582647
CASE_00238,PAY_F5BC67BF,SET_6846D980,BNK_31CCB326,TIMING_DIFFERENCE,MATCHED,1100403,1100403
CASE_00239,PAY_792456C4,SET_34ED6A6A,BNK_78862878,REFERENCE_TYPO,MATCHED,265777,265777
CASE_00240,PAY_74FFE0F2,SET_5C7247CC,BNK_EC3C3BE9,ONE_TO_MANY,MATCHED,68934,68934
CASE_00241,PAY_2339A9DE,SET_363D752D,BNK_08E27C97,CLEAN,MATCHED,1567025,1567025
CASE_00242,PAY_336C114E,SET_CBDCD243,BNK_BC0C683A,FEE_VARIANCE,EXCEPTION,396809,396709
CASE_00243,,SET_C7D59275,BNK_6FA9B1A5,MISSING_PAYMENT,EXCEPTION,265093,265093
CASE_00244,PAY_AD994F48,SET_784856F8,BNK_F2647A95,OTHER,MATCHED,1855942,1855942
CASE_00245,PAY_5E030C78,SET_6BE365B1,BNK_9914D8C3,CLEAN,MATCHED,912642,912642
CASE_00246,PAY_D97BC657,SET_FE23332E,BNK_9AE00798,CLEAN,MATCHED,1204097,1204097
CASE_00247,PAY_7468F50A,SET_9452ED07,BNK_3266791E,CLEAN,MATCHED,1804192,1804192
CASE_00248,PAY_B75C31F4,SET_B82F376F,BNK_45F3F8FC,CLEAN,MATCHED,1822744,1822744
CASE_00249,PAY_E5F2AE18,SET_D31B965B,BNK_870E0204,CLEAN,MATCHED,283840,283840
CASE_00250,PAY_EE5EABB9,SET_3DEAA69A,BNK_202EBBE5,CLEAN,MATCHED,646768,646768
CASE_00251,PAY_C8C846DD,SET_C97FF32A,BNK_56D31ED8,CLEAN,MATCHED,1069256,1069256
CASE_00252,PAY_6D52D0A1,SET_4CD5B179,BNK_44C4F42B,HIGH_VALUE_ANOMALY,REVIEW,58584000,58584000
CASE_00253,PAY_89A01BE7,SET_64127329,BNK_05CAA8B8,REFERENCE_TYPO,MATCHED,236094,236094
CASE_00254,PAY_774BB772,,,MISSING_SETTLEMENT,EXCEPTION,1565365,1565365
CASE_00255,PAY_F35FEEBB,,,MISSING_SETTLEMENT,EXCEPTION,319283,319283
CASE_00256,PAY_24857B93,SET_FE095042,BNK_D8FE67D7,CLEAN,MATCHED,1212689,1212689
CASE_00257,PAY_E977035B,SET_9BFECC32,BNK_A28CA06F,OTHER,MATCHED,1344503,1344503
CASE_00258,PAY_BA1656E9,SET_719969B2,BNK_9CE8BA68,UNEXPLAINED_DELTA,EXCEPTION,737475,721875
CASE_00259,PAY_C3581845,SET_9F756162,BNK_C6EB4688,CLEAN,MATCHED,1566146,1566146
CASE_00260,PAY_D77DEBC1,SET_50297FAF,BNK_EA946BCC,CLEAN,MATCHED,313815,313815
CASE_00261,PAY_FFFE0CA8,SET_CF67FD9C,BNK_C8A692F1,CLEAN,MATCHED,1362274,1362274
CASE_00262,PAY_FFA5BD46,SET_F8FED8A9,BNK_EDFA5729,FEE_VARIANCE,EXCEPTION,880713,880613
CASE_00263,PAY_14703A04,SET_B2166D8A,BNK_47F9FA4A,ONE_TO_MANY,MATCHED,349747,349747
CASE_00264,PAY_93F96BBA,SET_0F8C12CD,BNK_D1958CBA,FEE_VARIANCE,EXCEPTION,1154105,1154005
CASE_00265,PAY_90EF8D65,SET_13202CB7,BNK_3BA03906,REFERENCE_TYPO,MATCHED,925042,925042
CASE_00266,PAY_4A706E2A,SET_AFF06BEA,BNK_EF73CED2,CLEAN,MATCHED,1640450,1640450
CASE_00267,PAY_5E7A491F,SET_61617EF6,BNK_2AEF8F73,DUPLICATE,REVIEW,229943,229943
CASE_00268,PAY_BCC5522B,SET_237B3490,BNK_6A9FA2AC,CLEAN,MATCHED,1131746,1131746
CASE_00269,PAY_BFEF74D0,SET_11F98E3E,BNK_4752C153,TIMING_DIFFERENCE,MATCHED,352579,352579
CASE_00270,PAY_CD5A1CC6,SET_7D98BCF3,BNK_79CBEA04,REFERENCE_TYPO,MATCHED,218616,218616
CASE_00271,PAY_4988EFA7,SET_2B6153E1,BNK_EC78BFB4,CLEAN,MATCHED,928166,928166
CASE_00272,PAY_53C832C2,SET_CC92D5AC,BNK_F4F5D36B,TAX_VARIANCE,EXCEPTION,1917455,1917505
CASE_00273,PAY_05831C08,SET_188768AF,BNK_FDB60BC4,CLEAN,MATCHED,19528,19528
CASE_00274,PAY_803A46FB,SET_0656D015,BNK_685D053F,FEE_VARIANCE,EXCEPTION,11913,11813
CASE_00275,PAY_BEA10242,SET_382D9A34,BNK_E8958B07,CLEAN,MATCHED,173019,173019
CASE_00276,PAY_F1B34260,SET_C06B1B04,BNK_C5BC96BD,CLEAN,MATCHED,593847,593847
CASE_00277,PAY_3BA1005F,SET_E57119E0,BNK_B77C1BD9,AMBIGUOUS,REVIEW,1298905,1298905
CASE_00278,PAY_9F4B6B8F,SET_5DF5E772,BNK_462B165C,REFERENCE_TYPO,MATCHED,112579,112579
CASE_00279,PAY_2919A28E,SET_10C5F3FB,BNK_06D463F2,HIGH_VALUE_ANOMALY,REVIEW,29292000,29292000
CASE_00280,PAY_28B2C356,SET_543BC636,BNK_673FA089,ONE_TO_MANY,MATCHED,1284064,1284064
CASE_00281,PAY_38EF50AB,SET_0658FFD2,BNK_F8819FBD,HIGH_VALUE_ANOMALY,REVIEW,58584000,58584000
CASE_00282,PAY_FDB932F0,SET_196F1C7B,BNK_963CD6D1,REFERENCE_TYPO,MATCHED,1720320,1720320
CASE_00283,PAY_D7FAA358,SET_8D3263C1,BNK_6DA83F57,CLEAN,MATCHED,404914,404914
CASE_00284,PAY_C2E65BCA,SET_1CAB6341,BNK_61BBF295,CLEAN,MATCHED,92758,92758
CASE_00285,PAY_BFC29247,SET_95BDA89D,BNK_11B8D0A2,CLEAN,MATCHED,931584,931584
CASE_00286,PAY_2A29B414,SET_8C98CB9C,BNK_3E2570B4,UNEXPLAINED_DELTA,EXCEPTION,1264438,1241638
CASE_00287,PAY_1E191895,SET_14BCD57F,BNK_CE5BB211,REFUND,MATCHED,834510,834510
CASE_00288,PAY_C7ABA2AD,SET_FA14782D,BNK_394BA450,CLEAN,MATCHED,60830,60830
CASE_00289,PAY_39C93A16,SET_E75DD7C4,BNK_013AA27B,REFERENCE_TYPO,MATCHED,579396,579396
CASE_00290,PAY_FC9C344A,SET_8FB6BA54,BNK_AE0C0DBE,TIMING_DIFFERENCE,MATCHED,483709,483709
CASE_00291,PAY_47BBA854,SET_9C675CE6,BNK_2FC29DC1,CLEAN,MATCHED,134255,134255
CASE_00292,PAY_8067FF1A,SET_5D4268D8,BNK_DBEA1B6A,CLEAN,MATCHED,1741312,1741312
CASE_00293,PAY_0CE3A734,SET_13521671,BNK_7DC9447B,CLEAN,MATCHED,687972,687972
CASE_00294,PAY_05728D6E,SET_0F0D8091,BNK_3518F1C2,CLEAN,MATCHED,1597098,1597098
CASE_00295,PAY_7C0868EA,SET_DE583AEF,BNK_DA0BD27C,CLEAN,MATCHED,1773143,1773143
CASE_00296,PAY_7219A93F,SET_CD6099D7,BNK_DBE51852,CHARGEBACK,MATCHED,-22575,-22575
CASE_00297,PAY_F03BEAC7,SET_84F52B58,BNK_DFD21741,UNEXPLAINED_DELTA,EXCEPTION,1924778,1891878
CASE_00298,,SET_29DBD2F7,BNK_FD218B95,MISSING_PAYMENT,EXCEPTION,680942,680942
CASE_00299,PAY_AF63099F,SET_8408529B,BNK_D9165FF7,CLEAN,MATCHED,920746,920746
CASE_00300,PAY_E873257C,SET_0DD710EF,BNK_A0D96919,CHARGEBACK,MATCHED,-4153,-4153
CASE_00301,PAY_033AA826,,,MISSING_SETTLEMENT,EXCEPTION,1225285,1225285
CASE_00302,PAY_610EFE07,SET_ABD0D3DD,BNK_FE8FDCE4,TAX_VARIANCE,EXCEPTION,1409922,1409972
CASE_00303,PAY_BB8F9265,SET_C0C8DB88,BNK_A7BD4C99,REFUND,MATCHED,274312,274312
CASE_00304,PAY_51DE30B0,SET_F0358775,BNK_73C8D223,UNEXPLAINED_DELTA,EXCEPTION,1843737,1841637
CASE_00305,PAY_EB4EACFD,,,MISSING_SETTLEMENT,EXCEPTION,1667203,1667203
CASE_00306,PAY_80E21CC4,SET_109CDA31,BNK_05CFF59B,CLEAN,MATCHED,830429,830429
CASE_00307,PAY_29790D95,SET_9C721E83,BNK_53CC53A1,DUPLICATE,REVIEW,458323,458323
CASE_00308,PAY_916D1266,SET_68A151F1,BNK_7D49BC32,REFERENCE_TYPO,MATCHED,120293,120293
CASE_00309,PAY_FCDEEF81,SET_9EB5D683,BNK_6EB3FD80,DUPLICATE,REVIEW,1781540,1781540
CASE_00310,PAY_059D2847,SET_FB39B777,BNK_6F52F0B1,ONE_TO_MANY,MATCHED,1277327,1277327
CASE_00311,PAY_8532329E,,,MISSING_SETTLEMENT,EXCEPTION,374938,374938
CASE_00312,PAY_B3A15EC3,SET_8A941777,BNK_5DDF4021,CLEAN,MATCHED,1712118,1712118
CASE_00313,PAY_CC962ADF,SET_0676F248,BNK_D325A194,AMBIGUOUS,REVIEW,999053,999053
CASE_00314,PAY_5622DFD4,SET_68C1D9CB,BNK_5EC6C3CE,DUPLICATE,REVIEW,1158206,1158206
CASE_00315,PAY_61E1F0E6,SET_21C27761,BNK_1E11F2AD,CLEAN,MATCHED,843903,843903
CASE_00316,PAY_11F62C65,SET_74D830B3,BNK_AC07B7F7,REFUND,MATCHED,228863,228863
CASE_00317,PAY_3415CF49,SET_0F19E66C,BNK_1D0C5C49,CLEAN,MATCHED,870852,870852
CASE_00318,PAY_48C8B79C,SET_10929286,BNK_E534AC31,TAX_VARIANCE,EXCEPTION,445532,445582
CASE_00319,PAY_337F2BD2,SET_E57E53FF,BNK_B6F46399,CLEAN,MATCHED,1826943,1826943
CASE_00320,PAY_BAE9E4D4,SET_91E8F73E,BNK_A8A4D21A,HIGH_VALUE_ANOMALY,REVIEW,5370200,5370200
CASE_00321,PAY_1A4A6A04,SET_0AA6B352,BNK_4E693431,TAX_VARIANCE,EXCEPTION,491032,491082
CASE_00322,PAY_958E72CD,SET_0F1A1F10,BNK_A3F12D73,CLEAN,MATCHED,1882500,1882500
CASE_00323,PAY_3E5C22AF,SET_66A14BB3,BNK_C763E860,CHARGEBACK,MATCHED,-12123,-12123
CASE_00324,PAY_A5B65451,SET_05E65877,BNK_DA445360,REFERENCE_TYPO,MATCHED,1457766,1457766
CASE_00325,PAY_536DD642,SET_D21AAF8E,BNK_9A4FFACA,OTHER,MATCHED,1394983,1394983
CASE_00326,PAY_3DE8D47E,SET_579DFCDD,BNK_ABF7181B,TIMING_DIFFERENCE,MATCHED,256403,256403
CASE_00327,PAY_C1D34097,SET_6EE9B293,BNK_6E920962,TIMING_DIFFERENCE,MATCHED,955506,955506
CASE_00328,PAY_DC1FFE4A,SET_74B92BDA,BNK_B9C957AB,DUPLICATE,REVIEW,258063,258063
CASE_00329,PAY_1F3FB247,SET_E231A8C6,BNK_5B84838A,UNEXPLAINED_DELTA,EXCEPTION,1599734,1570334
CASE_00330,PAY_DA3A9D5B,SET_9034639F,BNK_C22732E9,CHARGEBACK,MATCHED,-11181,-11181
CASE_00331,PAY_68DEEE16,SET_2CBF6F3B,BNK_C230C467,UNEXPLAINED_DELTA,EXCEPTION,120391,101391
CASE_00332,PAY_C7119B12,SET_7BB7A378,BNK_82F1921F,CHARGEBACK,MATCHED,-5451,-5451
CASE_00333,PAY_AE6CB1FF,SET_E4691E28,BNK_6A60A79E,FEE_VARIANCE,EXCEPTION,1532948,1532848
CASE_00334,PAY_51D1AF4F,SET_A72F16D9,BNK_5248C81F,OTHER,MATCHED,422489,422489
CASE_00335,PAY_453836B8,SET_BD271613,BNK_F5EC4A29,REFUND,MATCHED,358968,358968
CASE_00336,PAY_96C614F1,SET_472434FF,BNK_FCD02403,DUPLICATE,REVIEW,1061445,1061445
CASE_00337,PAY_D1184031,SET_980FF130,BNK_15113284,CLEAN,MATCHED,385776,385776
CASE_00338,PAY_50EF42AF,SET_C9F3C5E6,BNK_D194FE50,OTHER,MATCHED,369568,369568
CASE_00339,PAY_2251A559,SET_77DD0437,BNK_6EA961BB,CLEAN,MATCHED,105549,105549
CASE_00340,PAY_DA72C58C,SET_CFFC6791,BNK_9E8C6C15,CLEAN,MATCHED,1407676,1407676
CASE_00341,PAY_AA02DAAC,,,MISSING_SETTLEMENT,EXCEPTION,1414511,1414511
CASE_00342,PAY_9C83ECF9,SET_1F7B9D98,BNK_AF4BC6D1,TAX_VARIANCE,EXCEPTION,769306,769356
CASE_00343,PAY_7E817327,SET_88F412BC,BNK_E24AE178,DUPLICATE,REVIEW,1803509,1803509
CASE_00344,PAY_A029A611,SET_C0E30ABF,BNK_8FAB7274,REFERENCE_TYPO,MATCHED,1764843,1764843
CASE_00345,PAY_86A0DD41,SET_C8ACD395,BNK_D555228A,CLEAN,MATCHED,938907,938907
CASE_00346,PAY_4A64526A,SET_92FD7714,BNK_EE8A18AE,DUPLICATE,REVIEW,132889,132889
CASE_00347,PAY_05834C40,SET_BF499D6A,BNK_1A22C3E3,AMBIGUOUS,REVIEW,998858,998858
CASE_00348,PAY_DB36D1D1,SET_19798440,BNK_2894CB3E,ONE_TO_MANY,MATCHED,289308,289308
CASE_00349,PAY_7EDC60FC,SET_86A68133,BNK_254DF976,CLEAN,MATCHED,1616235,1616235
CASE_00350,PAY_50A9BC36,SET_85A68727,BNK_3A3374D7,REFERENCE_TYPO,MATCHED,1312380,1312380
CASE_00351,PAY_FAB3D134,SET_6864C465,BNK_67DA7E83,FEE_VARIANCE,EXCEPTION,324946,324846
CASE_00352,PAY_70C5691D,SET_9260D06A,BNK_EA2465E2,TAX_VARIANCE,EXCEPTION,1296953,1297003
CASE_00353,PAY_BA536BC0,SET_53D86C31,BNK_1EF187E1,CLEAN,MATCHED,193035,193035
CASE_00354,,SET_26D8E830,BNK_3C38C6C6,MISSING_PAYMENT,EXCEPTION,1908472,1908472
CASE_00355,PAY_719A4CD8,SET_606578A3,BNK_D7F2912C,ONE_TO_MANY,MATCHED,1281525,1281525
CASE_00356,PAY_4A18DE0E,SET_BC988A37,BNK_539982F8,UNEXPLAINED_DELTA,EXCEPTION,1634787,1594687
CASE_00357,PAY_B00DE9A8,SET_8B7747E9,BNK_5EED8F78,CHARGEBACK,MATCHED,-7228,-7228
CASE_00358,PAY_0891F043,SET_3C88401A,BNK_DC5A0EB1,DUPLICATE,REVIEW,803968,803968
CASE_00359,PAY_7432EBFD,SET_5629A40A,BNK_DC24D3A3,DUPLICATE,REVIEW,651650,651650
CASE_00360,PAY_FB0FA96D,SET_898FFB10,BNK_7E9190D0,CLEAN,MATCHED,1104797,1104797
CASE_00361,PAY_2AE77999,SET_0CFD5C32,BNK_39C31FD2,CLEAN,MATCHED,1452103,1452103
CASE_00362,PAY_57A04368,SET_4DCFBC7E,BNK_61369497,REFERENCE_TYPO,MATCHED,1265610,1265610
CASE_00363,PAY_E7FABA57,SET_907A0A9C,BNK_B54031DD,CHARGEBACK,MATCHED,-2081,-2081
CASE_00364,PAY_F96A0C2B,SET_087BCE53,BNK_13B9160D,HIGH_VALUE_ANOMALY,REVIEW,5370200,5370200
CASE_00365,PAY_57906A4E,SET_DCFD9095,BNK_F29D0B93,CLEAN,MATCHED,1152934,1152934
CASE_00366,PAY_FF9B50DB,SET_6F4B122A,BNK_8A57FD12,CLEAN,MATCHED,886669,886669
CASE_00367,PAY_D5F27D73,SET_156F4627,BNK_2FDF6D64,TAX_VARIANCE,EXCEPTION,36225,36275
CASE_00368,PAY_77147CA6,SET_E9F9EB88,BNK_352A1770,DUPLICATE,REVIEW,404230,404230
CASE_00369,PAY_962C9CF2,SET_57E3A09E,BNK_D0163A4F,CLEAN,MATCHED,1440386,1440386
CASE_00370,PAY_77585AD0,SET_AB6C4091,BNK_50630A6C,FEE_VARIANCE,EXCEPTION,425223,425123
CASE_00371,PAY_3362ECB6,SET_0A7CDD9C,BNK_A8E393D2,ONE_TO_MANY,MATCHED,1390296,1390296
CASE_00372,PAY_27C8AA42,SET_D9EB37FA,BNK_8A6F498F,CLEAN,MATCHED,1370085,1370085
CASE_00373,PAY_3F498068,SET_D9F2D378,BNK_A33C3D13,CLEAN,MATCHED,1140924,1140924
CASE_00374,PAY_F5599949,,,MISSING_SETTLEMENT,EXCEPTION,553815,553815
CASE_00375,PAY_F790509A,SET_0F42AAC7,BNK_1A37E0BB,REFERENCE_TYPO,MATCHED,951112,951112
CASE_00376,PAY_85F417C8,SET_1045475F,BNK_4354E4B6,CLEAN,MATCHED,509974,509974
CASE_00377,PAY_C0CCCA56,SET_CF878B2C,BNK_113BB79E,CLEAN,MATCHED,242831,242831
CASE_00378,PAY_71172BF6,SET_80E63142,BNK_55D01E82,DUPLICATE,REVIEW,861869,861869
CASE_00379,PAY_6A212346,SET_5D4AE1A6,BNK_E044307E,CLEAN,MATCHED,680161,680161
CASE_00380,PAY_C97A0035,SET_B7382531,BNK_1ADB2C2C,CLEAN,MATCHED,1894314,1894314
CASE_00381,PAY_618C0173,SET_ADB53970,BNK_5278444D,UNEXPLAINED_DELTA,EXCEPTION,1615747,1603047
CASE_00382,PAY_C3234D0F,SET_51CCCC67,BNK_928CD535,CLEAN,MATCHED,799477,799477
CASE_00383,PAY_2D7E1211,SET_5AB791BF,BNK_B04A85FB,CLEAN,MATCHED,1379654,1379654
CASE_00384,PAY_90473833,SET_FB91C08D,BNK_2D2AC436,UNEXPLAINED_DELTA,EXCEPTION,1420174,1384874
CASE_00385,,SET_36CBAB3A,BNK_CF7D1A1F,MISSING_PAYMENT,EXCEPTION,623530,623530
CASE_00386,PAY_3DD44507,SET_34E73DB1,BNK_B62DEFC4,CLEAN,MATCHED,993195,993195
CASE_00387,PAY_24FC84F6,SET_0250F8EF,BNK_CDA030CF,CLEAN,MATCHED,1221086,1221086
CASE_00388,PAY_3C1AA2C6,SET_820E3DF6,BNK_5DD24582,CLEAN,MATCHED,251131,251131
CASE_00389,PAY_EBCFD0FB,SET_35B7ABB9,BNK_98DEA1A7,AMBIGUOUS,REVIEW,350626,350626
CASE_00390,,SET_E35DBB0D,BNK_3E85CC8A,MISSING_PAYMENT,EXCEPTION,531650,531650
CASE_00391,PAY_CFD68F17,SET_9CE89318,BNK_63D2E13C,FEE_VARIANCE,EXCEPTION,1607057,1606957
CASE_00392,PAY_FF54E228,SET_BBAA8ED8,BNK_0A366780,CLEAN,MATCHED,21579,21579
CASE_00393,PAY_B06B1ABB,SET_C4D51A71,BNK_491E2972,REFUND,MATCHED,244584,244584
CASE_00394,PAY_35D13C61,SET_37CB0956,BNK_C52D56BC,CHARGEBACK,MATCHED,-27121,-27121
CASE_00395,PAY_3DA2B522,SET_7800A25F,BNK_042E5CD1,CLEAN,MATCHED,1266391,1266391
CASE_00396,PAY_B3C76EE2,SET_A97F0890,BNK_24752137,CHARGEBACK,MATCHED,-20180,-20180
CASE_00397,PAY_76D9343D,SET_C180EDCB,BNK_A1686BCF,FEE_VARIANCE,EXCEPTION,240488,240388
CASE_00398,PAY_CDCE8A0B,SET_4D4708DB,BNK_E3C97573,CLEAN,MATCHED,833260,833260
CASE_00399,PAY_5CB25D30,SET_C957ADD5,BNK_3BC1ACAB,DUPLICATE,REVIEW,1771874,1771874
CASE_00400,PAY_D2B408EA,SET_67384ED2,BNK_79A316BF,CHARGEBACK,MATCHED,-17110,-17110
CASE_00401,PAY_29685F54,SET_4572E703,BNK_AE795D5B,ONE_TO_MANY,MATCHED,1616821,1616821
CASE_00402,PAY_1000D61B,SET_B60ECABC,BNK_EEB98945,CLEAN,MATCHED,414678,414678
CASE_00403,PAY_4E470A77,SET_1A0DC168,BNK_E3E692C5,TAX_VARIANCE,EXCEPTION,642765,642815
CASE_00404,PAY_BA7DDEFA,SET_46B2AC81,BNK_ADA44743,TAX_VARIANCE,EXCEPTION,181123,181173
CASE_00405,PAY_1FC12570,SET_5D424FCE,BNK_37624C49,CLEAN,MATCHED,1227726,1227726
CASE_00406,PAY_C5AF9461,SET_CEC6CC97,BNK_54598CED,CHARGEBACK,MATCHED,-21546,-21546
CASE_00407,PAY_00589083,SET_6E6905F5,BNK_5D2B3D13,HIGH_VALUE_ANOMALY,REVIEW,29292000,29292000
CASE_00408,PAY_6B2E6E55,SET_95750135,BNK_D02427EE,UNEXPLAINED_DELTA,EXCEPTION,699884,676384
CASE_00409,PAY_4FF7337C,SET_1C77FD1A,BNK_F658FB29,REFUND,MATCHED,837559,837559
CASE_00410,PAY_F92E2D8E,SET_1DE5E59D,BNK_26DC71BD,CHARGEBACK,MATCHED,-33910,-33910
CASE_00411,PAY_124A3D3A,SET_8CE4F104,BNK_BE5AEE11,REFERENCE_TYPO,MATCHED,582716,582716
CASE_00412,PAY_0F432D18,SET_30258A0F,BNK_B6E67224,TAX_VARIANCE,EXCEPTION,1810148,1810198
CASE_00413,PAY_39BF04DB,SET_CC1FA472,BNK_33BAA6FF,CLEAN,MATCHED,1089272,1089272
CASE_00414,PAY_3F880C3B,SET_FD5A055D,BNK_9FFD335D,UNEXPLAINED_DELTA,EXCEPTION,1907496,1882896
CASE_00415,PAY_E8CE2F27,SET_0B6EFE7E,BNK_34999B0F,OTHER,MATCHED,642081,642081
CASE_00416,PAY_71C0D9D3,SET_0A3DE486,BNK_1680D633,CLEAN,MATCHED,1456203,1456203
CASE_00417,PAY_18B0F13E,SET_58301544,BNK_8B1720A8,CHARGEBACK,MATCHED,-7379,-7379
CASE_00418,PAY_5953B6E6,SET_62103A58,BNK_5CA69BC7,OTHER,MATCHED,1943525,1943525
CASE_00419,PAY_41CFA9B2,SET_9FCAE4A9,BNK_AD001D29,OTHER,MATCHED,1419979,1419979
CASE_00420,PAY_A6B7577E,SET_33D2084D,BNK_1C17C607,UNEXPLAINED_DELTA,EXCEPTION,394076,378376
CASE_00421,PAY_96F5D8DB,SET_E82C44C4,BNK_8F28471D,ONE_TO_MANY,MATCHED,1273714,1273714
CASE_00422,PAY_6ED92B8C,SET_B2395F8D,BNK_33F12483,FEE_VARIANCE,EXCEPTION,1577375,1577275
CASE_00423,PAY_B08B845D,SET_6BE63411,BNK_14E97E41,CLEAN,MATCHED,201139,201139
CASE_00424,PAY_E73BEF3F,SET_779598E5,BNK_94376499,HIGH_VALUE_ANOMALY,REVIEW,29292000,29292000
CASE_00425,PAY_5B9C978F,SET_9872A09A,BNK_DE6FECEC,FEE_VARIANCE,EXCEPTION,603416,603316
CASE_00426,PAY_4D67BD4C,SET_A4F73F4D,BNK_FC93E4A0,REFERENCE_TYPO,MATCHED,760518,760518
CASE_00427,PAY_3B914841,SET_0B10C320,BNK_841A010E,REFUND,MATCHED,857520,857520
CASE_00428,PAY_5EC4ED86,SET_80856E35,BNK_4ADE3E68,CLEAN,MATCHED,697736,697736
CASE_00429,PAY_82FD6BEB,SET_B3FCCB72,BNK_2D1E4504,UNEXPLAINED_DELTA,EXCEPTION,1713290,1668790
CASE_00430,PAY_158BD058,SET_4FF6C43C,BNK_D3EF2129,CLEAN,MATCHED,900827,900827
CASE_00431,PAY_B0560EE6,SET_2C2A6D21,BNK_3C73A6FD,ONE_TO_MANY,MATCHED,961657,961657
CASE_00432,PAY_D3941FD1,SET_1D05F6F3,BNK_D4361D0B,CLEAN,MATCHED,1822158,1822158
CASE_00433,PAY_479DEA30,SET_1B57A0AE,BNK_CB61F23A,REFUND,MATCHED,909496,909496
CASE_00434,PAY_FDCE48DC,SET_F073C6BE,BNK_E8E733C1,CHARGEBACK,MATCHED,-1456,-1456
CASE_00435,PAY_B5957B5D,SET_6047CCAE,BNK_4BD6FAC2,CLEAN,MATCHED,1198727,1198727
CASE_00436,PAY_80C46674,SET_E97D02AD,BNK_AA9A7B01,REFUND,MATCHED,615795,615795
CASE_00437,PAY_CA48F7E3,SET_8C304F67,BNK_3F53838A,FEE_VARIANCE,EXCEPTION,354141,354041
CASE_00438,PAY_F03A2873,SET_1845C80A,BNK_0553CE45,CHARGEBACK,MATCHED,-33752,-33752
CASE_00439,PAY_3FF44424,SET_B8CC82AB,BNK_77188DD2,AMBIGUOUS,REVIEW,1166603,1166603
CASE_00440,PAY_BF134DB7,SET_A5190038,BNK_1E21BCED,CLEAN,MATCHED,444848,444848
CASE_00441,PAY_530A4B60,SET_96A4B475,BNK_6AB95301,OTHER,MATCHED,273978,273978
CASE_00442,PAY_794161E7,SET_5AA6FE6C,BNK_B01CFDEF,CLEAN,MATCHED,1526114,1526114
CASE_00443,PAY_FD335243,SET_E3886927,BNK_C984E595,TIMING_DIFFERENCE,MATCHED,330317,330317
CASE_00444,PAY_1EBD207E,SET_B50ECAD7,BNK_2B71DBE8,CLEAN,MATCHED,1043772,1043772
CASE_00445,PAY_33663B7F,SET_ECC36794,BNK_19DED110,CLEAN,MATCHED,1540076,1540076
CASE_00446,PAY_9B920CEB,SET_84E96F38,BNK_7468CDE3,CLEAN,MATCHED,956872,956872
CASE_00447,PAY_6C79EB1F,SET_A1F0F3BE,BNK_E91ACBEA,TIMING_DIFFERENCE,MATCHED,1854086,1854086
CASE_00448,PAY_80794CDA,SET_E31BCE46,BNK_825DE39A,UNEXPLAINED_DELTA,EXCEPTION,269682,266282
CASE_00449,PAY_F4F4F60B,SET_67239E14,BNK_35B4D58F,CLEAN,MATCHED,124882,124882
CASE_00450,PAY_C78DCC94,SET_9106C2FE,BNK_4DFD5587,REFUND,MATCHED,804497,804497
CASE_00451,PAY_4AA2AE27,SET_1E594AEA,BNK_78D37332,TAX_VARIANCE,EXCEPTION,1199801,1199851
CASE_00452,PAY_EABE7ED4,SET_C8B8C054,BNK_54AE61D5,REFUND,MATCHED,255970,255970
CASE_00453,PAY_C4F087BB,SET_4DEC49C4,BNK_AE746C8F,CLEAN,MATCHED,838435,838435
CASE_00454,PAY_64784BC6,SET_649CD7AD,BNK_FB531688,CLEAN,MATCHED,1891287,1891287
CASE_00455,PAY_F5766F34,SET_29D9E128,BNK_D622D5EA,CLEAN,MATCHED,1347140,1347140
CASE_00456,PAY_51064BC5,,,MISSING_SETTLEMENT,EXCEPTION,813244,813244
CASE_00457,PAY_D00687F7,SET_69ADD544,BNK_ADC5654D,REFERENCE_TYPO,MATCHED,336858,336858
CASE_00458,PAY_344D0964,SET_750AB87D,BNK_6B60EA9B,TAX_VARIANCE,EXCEPTION,1384438,1384488
CASE_00459,PAY_BC67EA3F,SET_03A4B6A9,BNK_CB03C95E,ONE_TO_MANY,MATCHED,870559,870559
CASE_00460,PAY_328C3988,SET_5C21A5B3,BNK_2484A53A,FEE_VARIANCE,EXCEPTION,280032,279932
CASE_00461,PAY_7FE0D010,SET_E3752E7E,BNK_390C0BF4,CLEAN,MATCHED,1442534,1442534
CASE_00462,PAY_4FE59930,SET_5B8B1C49,BNK_FE91F452,CLEAN,MATCHED,1329564,1329564
CASE_00463,PAY_37777C00,SET_B0F2F0A7,BNK_BE985F7F,ONE_TO_MANY,MATCHED,1479539,1479539
CASE_00464,PAY_F0574EC5,SET_EF33DC91,BNK_76CCC5FF,OTHER,MATCHED,1544275,1544275
CASE_00465,PAY_11BAF70B,SET_78175EEE,BNK_A22709DC,FEE_VARIANCE,EXCEPTION,1833875,1833775
